1, 20000000, 2, 1.05, 1.03, 0.01
1, 20000000, 2, 1.01, 1.01, 0.00
1, 20000000, 2, 1.08, 1.05, 0.02
1, 40000000, 2, 2.06, 2.06, 0.00
1, 40000000, 2, 2.24, 2.12, 0.11
1, 40000000, 2, 2.07, 2.07, 0.00
1, 80000000, 2, 4.24, 4.13, 0.10
1, 80000000, 2, 4.22, 4.12, 0.09
1, 80000000, 2, 5.96, 5.77, 0.18
1, 160000000, 2, 41.75, 41.06, 0.64
1, 160000000, 2, 42.00, 40.90, 1.09
1, 160000000, 2, 42.01, 40.63, 1.14
1, 20000000, 4, 14.47, 11.61, 2.85
1, 20000000, 4, 13.52, 11.19, 2.32
1, 20000000, 4, 13.25, 11.07, 2.17
1, 40000000, 4, 28.22, 23.17, 5.02
1, 40000000, 4, 26.51, 22.14, 4.35
1, 40000000, 4, 27.24, 22.30, 4.93
1, 80000000, 4, 54.49, 45.10, 9.35
1, 80000000, 4, 53.22, 44.53, 8.67
1, 80000000, 4, 57.27, 46.51, 10.73
1, 160000000, 4, 108.00, 90.21, 17.72
1, 160000000, 4, 111.00, 90.44, 20.50
1, 160000000, 4, 111.70, 91.34, 20.29
1, 20000000, 8, 43.26, 27.62, 15.61
1, 20000000, 8, 41.74, 27.88, 13.83
1, 20000000, 8, 37.02, 26.04, 10.95
1, 40000000, 8, 82.26, 54.87, 27.34
1, 40000000, 8, 76.53, 52.38, 24.11
1, 40000000, 8, 85.75, 57.06, 28.64
1, 80000000, 8, 172.98, 113.90, 58.24
1, 80000000, 8, 175.77, 113.57, 61.86
1, 80000000, 8, 166.74, 112.20, 54.42
1, 160000000, 8, 342.46, 222.73, 119.13
1, 160000000, 8, 348.24, 229.03, 118.83
1, 160000000, 8, 348.77, 225.81, 122.75
1, 20000000, 16, 152.25, 79.79, 72.38
1, 20000000, 16, 160.20, 81.42, 78.69
1, 20000000, 16, 134.01, 73.53, 60.39
1, 40000000, 16, 291.25, 155.95, 135.15
1, 40000000, 16, 285.23, 151.00, 133.87
1, 40000000, 16, 303.78, 159.21, 144.19
1, 80000000, 16, 590.24, 313.74, 275.75
1, 80000000, 16, 606.72, 318.52, 285.95
1, 80000000, 16, 596.24, 313.80, 281.71
1, 160000000, 16, 1211.50, 637.35, 567.95
1, 160000000, 16, 1198.76, 624.37, 565.52
1, 160000000, 16, 1187.97, 619.75, 552.43
