8, 20000000, 2, 6.08, 7.26, 4.76
8, 20000000, 2, 4.36, 5.04, 3.48
8, 20000000, 2, 3.74, 4.12, 3.10
8, 40000000, 2, 6.81, 7.09, 5.96
8, 40000000, 2, 7.09, 7.50, 5.89
8, 40000000, 2, 4.56, 4.93, 3.43
8, 80000000, 2, 14.52, 16.87, 10.70
8, 80000000, 2, 12.65, 14.23, 9.48
8, 80000000, 2, 17.57, 19.56, 14.28
8, 160000000, 2, 28.95, 32.92, 23.45
8, 160000000, 2, 31.58, 36.31, 24.68
8, 160000000, 2, 39.11, 43.96, 33.23
8, 20000000, 4, 14.30, 16.78, 39.32
8, 20000000, 4, 14.34, 19.96, 35.54
8, 20000000, 4, 12.84, 15.82, 34.29
8, 40000000, 4, 28.77, 38.93, 72.65
8, 40000000, 4, 28.74, 36.48, 76.64
8, 40000000, 4, 28.13, 37.43, 72.29
8, 80000000, 4, 60.09, 79.42, 154.79
8, 80000000, 4, 54.19, 68.56, 143.95
8, 80000000, 4, 56.54, 73.90, 146.64
8, 160000000, 4, 112.89, 149.29, 291.00
8, 160000000, 4, 120.41, 155.57, 311.76
8, 160000000, 4, 112.97, 151.17, 288.32
8, 20000000, 8, 29.37, 46.76, 182.90
8, 20000000, 8, 29.59, 45.95, 184.67
8, 20000000, 8, 29.47, 46.71, 183.70
8, 40000000, 8, 59.61, 91.76, 372.84
8, 40000000, 8, 58.73, 90.76, 368.09
8, 40000000, 8, 58.71, 89.18, 369.84
8, 80000000, 8, 117.23, 185.64, 727.28
8, 80000000, 8, 117.32, 182.71, 728.10
8, 80000000, 8, 120.80, 185.64, 730.45
8, 160000000, 8, 238.12, 369.34, 1483.87
8, 160000000, 8, 238.11, 366.23, 1490.32
8, 160000000, 8, 237.01, 368.56, 1479.71
8, 20000000, 16, 60.17, 95.09, 379.07
8, 20000000, 16, 59.85, 94.90, 376.00
8, 20000000, 16, 60.31, 94.45, 377.98
8, 40000000, 16, 119.55, 192.59, 747.26
8, 40000000, 16, 120.05, 194.50, 750.84
8, 40000000, 16, 121.10, 193.39, 754.62
8, 80000000, 16, 236.63, 369.59, 1492.54
8, 80000000, 16, 237.74, 388.26, 1484.89
8, 80000000, 16, 240.23, 386.06, 1508.93
8, 160000000, 16, 479.75, 774.06, 3006.56
8, 160000000, 16, 472.66, 771.32, 2953.71
8, 160000000, 16, 475.91, 759.23, 2981.21
